a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,class
2,1,3,4,5,1,3,2,4,5,1.5888,1.6691,1.8622,1.9192,1.9462,0.69916,0.84966,0.9546,1.2171,1.2822,1
2,1,3,4,5,1,3,2,4,5,1.603,2.6403,3.3488,3.4515,6.9279,0.237,3.1156,3.5107,3.6438,7.8651,1
2,1,3,4,5,1,3,2,4,5,1.6067,1.7028,1.8541,2.3962,5.7519,3.5064,3.5472,3.6386,3.783,4.9693,5
2,1,3,4,5,1,3,2,4,5,1.6446,1.7463,1.8864,2.1285,4.5734,1.7764,1.9917,2.0909,2.1825,3.786,5
2,1,3,4,5,1,3,2,4,5,1.8874,2.0719,2.0836,2.2145,2.3258,1.7411,2.055,2.072,2.1509,2.2508,1
2,1,3,4,5,1,3,2,4,5,1.9397,1.9619,2.156,2.2052,2.2296,0.89558,1.0358,1.0807,1.1414,1.2366,1
2,1,3,4,5,1,3,2,4,5,1.9426,2.0316,2.0503,2.2368,2.3943,1.3502,1.367,1.4854,1.9521,2.0462,2
2,1,3,4,5,1,3,2,4,5,1.9806,2.0643,2.2484,10.42,11.269,0.49387,0.69992,0.9025,9.0867,9.8848,1
2,1,3,4,5,1,3,2,4,5,2.0674,2.0726,2.4704,2.497,2.6243,0.52306,0.98722,1.0402,1.2862,1.3007,1
2,1,3,4,5,1,3,2,4,5,2.127,2.1549,2.3261,2.3766,2.3892,2.0086,2.066,2.1122,2.2985,2.641,2
2,1,3,4,5,1,3,2,4,5,2.2325,2.2735,2.3305,2.3529,15.918,0.97586,0.99011,1.0697,1.0875,16.066,5
2,1,3,4,5,1,3,2,4,5,2.2485,2.2753,2.3366,2.3414,2.4834,1.272,1.3477,1.3737,1.4185,1.5353,1
2,1,3,4,5,1,3,2,4,5,2.2636,2.2717,2.6378,2.8906,2.9252,1.7575,1.8601,1.8891,2.1343,2.1491,2
2,1,3,4,5,1,3,2,4,5,2.3557,2.3779,2.4783,2.9486,3.7267,0.80898,1.0374,1.1282,1.9396,3.2118,5
2,1,3,4,5,1,3,2,4,5,2.4151,2.4518,2.7008,3.1485,3.3352,1.3984,1.4464,1.707,2.0204,2.4607,1
2,1,3,4,5,1,3,2,4,5,2.4234,2.6869,2.9098,2.9423,15.522,5.2877,5.505,5.5269,5.5686,15.578,5
2,1,3,4,5,1,3,2,4,5,2.4357,2.5123,2.5135,2.6928,5.0635,3.8236,3.9203,3.9483,4.1081,4.4244,5
2,1,3,4,5,1,3,2,4,5,2.4886,2.4924,2.5529,2.666,2.6785,1.0133,1.1042,1.1656,1.2201,1.3724,1
2,1,3,4,5,1,3,2,4,5,2.5447,2.6521,2.7561,2.8069,3.2577,1.0999,1.5908,1.6322,1.7386,2.47,1
2,1,3,4,5,1,3,2,4,5,2.6402,3.0513,3.2528,3.6215,5.8531,0.37977,1.8225,2.6246,3.1891,5.995,1
2,1,3,4,5,1,3,2,4,5,2.9141,2.9504,3.2848,3.4586,3.4615,1.8528,2.0318,2.0875,2.1683,2.1986,2
2,1,3,4,5,1,3,2,4,5,3.341,3.5792,3.5997,3.915,3.9634,3.3816,3.6372,3.7885,3.885,3.9915,1
2,1,3,4,5,1,3,2,4,5,3.9469,3.9912,4.4328,4.5569,5.5353,0.75713,2.8712,3.2875,4.3948,5.4605,1
2,1,3,4,5,1,3,2,4,5,4.0358,4.0512,4.2353,4.3098,4.3851,0.85619,0.89414,0.96004,1.1544,1.1973,2
2,1,3,4,5,1,3,2,4,5,4.123,4.1463,4.2143,4.2331,4.3895,1.2638,1.27,1.3522,1.3523,1.495,2
2,1,3,4,5,1,3,2,4,5,4.129,4.1954,4.6943,4.7706,4.9066,0.91816,1.537,1.5853,1.704,1.8308,1
2,1,3,4,5,1,3,2,4,5,4.169,4.2265,4.2374,4.5812,4.9687,0.23153,1.2125,1.329,1.5569,1.98,1
2,1,3,4,5,1,3,2,4,5,4.6155,5.0418,5.3014,5.7539,5.8832,12.82,12.86,13.111,13.287,14.989,5
2,1,3,4,5,1,3,2,4,5,4.6618,4.6898,4.8248,4.8766,4.9552,5.6808,5.7498,5.8081,5.8141,5.9063,1
2,1,3,4,5,1,3,2,4,5,4.9474,5.2294,5.3819,6.0037,6.1218,2.2052,2.8819,2.9612,2.9668,3.0719,1
2,1,3,4,5,1,3,2,4,5,5.1089,5.165,5.5121,5.5504,5.696,7.3964,7.6534,7.6819,7.888,8.3097,1
2,1,3,4,5,1,3,2,4,5,5.3194,5.4009,5.478,5.5215,5.9534,0.5537,1.0062,1.2368,1.2425,1.302,1
2,1,3,4,5,1,3,2,4,5,5.3893,5.8337,6.2127,6.293,6.5115,2.7693,4.6234,4.7775,4.869,4.9178,1
2,1,3,4,5,1,3,2,4,5,5.4877,5.5705,5.6695,5.8686,6.1908,0.90081,1.1255,1.3967,1.626,1.6794,1
2,1,3,4,5,1,3,2,4,5,5.7889,6.074,6.381,6.7114,6.7222,9.3751,9.9914,10.018,10.367,10.408,1
2,1,3,4,5,1,3,2,4,5,5.8826,5.9335,6.201,6.337,6.4707,1.6703,1.9814,2.0124,2.2052,2.2971,1
2,1,3,4,5,1,3,2,4,5,6.3092,6.3093,6.3322,6.4332,6.5864,0.65916,0.66465,0.74281,0.79585,0.88733,2
2,1,3,4,5,1,3,2,4,5,6.4093,6.7193,6.8715,7.0114,7.2415,3.9997,4.8824,4.9241,5.4046,5.9105,1
2,1,3,4,5,1,3,2,4,5,6.4582,6.467,6.5572,6.7233,8.0542,6.3328,6.4756,6.556,6.6943,7.0937,1
2,1,3,4,5,1,3,2,4,5,6.9105,7.0368,7.095,7.4478,15.923,3.7437,3.7941,3.9917,4.3204,20.679,5
2,1,3,4,5,1,3,2,4,5,7.2277,7.254,7.4574,7.6272,7.7035,1.4978,1.5185,1.6532,1.6915,1.9114,2
2,1,3,4,5,1,3,2,4,5,9.5767,9.6173,9.8144,10.246,10.432,2.5479,3.2696,3.5388,4.0843,4.238,1
2,1,3,4,5,1,3,2,4,5,10.018,10.022,10.371,10.566,12.946,4.7082,4.8029,4.9504,5.1237,11.852,5
2,1,3,4,5,1,3,2,4,5,10.483,10.486,10.642,10.689,10.919,5.5476,5.7582,5.7841,5.961,5.9626,1
2,1,3,4,5,1,3,2,4,5,16.837,16.957,17.168,17.604,17.688,5.1155,5.5542,5.8453,6.0237,6.142,1
2,1,3,4,5,1,3,2,5,4,0.46992,0.6063,0.90339,1.9406,2.2327,0.62514,0.78611,0.82513,1.8566,2.0512,1
2,1,3,4,5,1,3,2,5,4,0.52512,0.6143,0.66762,1.4504,1.5477,0.94517,1.0755,1.0984,1.9019,1.9436,3
2,1,3,4,5,1,3,2,5,4,0.5908,0.64728,0.66405,1.8631,2.1076,0.61587,0.78543,0.8389,1.9748,2.0503,1
2,1,3,4,5,1,3,2,5,4,0.61557,0.90466,0.952,1.1725,1.8618,3.3671,3.4242,3.4894,3.7044,3.7327,5
2,1,3,4,5,1,3,2,5,4,0.67446,0.79234,0.83732,0.85875,1.1402,1.4212,1.5889,1.6496,1.6521,1.731,1
2,1,3,4,5,1,3,2,5,4,0.67766,0.87842,1.0378,1.0841,1.2005,0.59731,0.77477,0.82871,0.87426,0.90024,2
2,1,3,4,5,1,3,2,5,4,1.2331,1.3165,1.4912,1.5141,1.7329,1.0382,1.2455,1.4517,1.5748,1.7063,2
2,1,3,4,5,1,3,2,5,4,1.279,1.2877,1.3257,1.3709,1.4075,1.0274,1.0458,1.0459,1.0469,1.0864,3
2,1,3,4,5,1,3,2,5,4,1.2842,1.3031,1.3994,1.4822,4.3858,3.6184,3.7281,3.7299,3.7724,3.9156,5
2,1,3,4,5,1,3,2,5,4,1.3103,1.3923,1.9465,2.4969,2.9871,0.24861,1.2949,1.3074,2.8576,3.0134,1
2,1,3,4,5,1,3,2,5,4,1.4182,1.4869,1.5407,4.4081,4.8323,1.5075,1.6129,1.6586,4.8444,4.9449,2
2,1,3,4,5,1,3,2,5,4,1.4185,1.5436,1.8928,2.7321,2.9371,0.81938,1.0802,1.4845,2.4697,2.4823,1
2,1,3,4,5,1,3,2,5,4,1.4283,1.4714,1.5573,2.0527,2.2032,1.4127,1.4998,1.5803,1.7859,1.8786,2
2,1,3,4,5,1,3,2,5,4,1.4564,1.4915,1.7328,1.8162,1.8731,0.96754,1.0249,1.1517,1.1626,1.2122,2
2,1,3,4,5,1,3,2,5,4,1.6895,1.7143,1.8236,1.9312,2.0477,0.61596,0.66152,0.72205,0.87888,0.93555,2
2,1,3,4,5,1,3,2,5,4,1.8144,1.856,1.9635,2.0165,2.0645,0.54978,0.65027,0.70554,0.9099,0.9621,1
2,1,3,4,5,1,3,2,5,4,2.1765,2.6189,2.6384,3.2193,3.7914,2.8795,3.4181,3.4324,3.7191,3.7359,4
2,1,3,4,5,1,3,2,5,4,2.3441,2.3614,2.6675,2.7573,3.0584,1.0747,1.1403,1.1849,1.5543,1.8051,1
2,1,3,4,5,1,3,2,5,4,4.7543,4.8428,4.9804,5.0955,5.153,0.89914,0.9034,1.7032,1.9804,2.036,1
2,1,3,4,5,1,3,2,5,4,5.5558,5.6434,5.7302,6.0272,6.0964,2.2967,2.5482,2.69,3.0011,3.0058,1
2,1,3,4,5,1,3,2,5,4,5.8234,5.8337,6.2215,6.5579,6.6182,3.0781,3.2793,3.3263,3.4382,3.511,1
2,1,3,4,5,1,3,2,5,4,13.899,13.907,13.959,14.014,14.241,1.1428,1.1741,1.2667,1.3306,1.4889,1
2,1,3,4,5,1,3,2,5,4,17.34,17.344,17.49,17.525,17.659,1.229,1.7798,1.7811,1.8206,1.8745,1
2,1,3,4,5,1,3,4,2,5,0.30899,0.61801,1.3047,1.3739,13.231,1.16,1.1641,1.2759,1.4498,12.773,1
2,1,3,4,5,1,3,4,2,5,0.32371,0.42509,0.45141,0.50238,0.8471,0.44763,0.47914,0.50001,0.54262,0.84626,5
2,1,3,4,5,1,3,4,2,5,0.4487,0.50368,0.66454,1.3076,1.8655,0.86262,1.2766,1.3206,1.3233,2.2293,1
2,1,3,4,5,1,3,4,2,5,0.48536,0.50831,0.66532,0.74124,1.7069,0.32596,0.38768,0.48917,0.51966,1.6564,1
2,1,3,4,5,1,3,4,2,5,0.54159,0.59155,0.60309,0.63365,1.1858,0.87542,0.89404,0.90902,0.92524,1.0536,5
2,1,3,4,5,1,3,4,2,5,0.59596,0.64999,0.80888,0.85869,2.4993,0.50977,0.57852,0.68962,0.79489,2.3538,3
2,1,3,4,5,1,3,4,2,5,0.61576,0.79964,0.96702,1.0082,1.5195,3.0467,3.2645,3.2843,3.3133,3.4814,1
2,1,3,4,5,1,3,4,2,5,0.6469,0.74017,0.75799,0.76274,2.9188,0.68714,0.7322,0.79006,0.82591,2.7804,5
2,1,3,4,5,1,3,4,2,5,0.64875,0.71245,0.83441,0.85501,5.4075,0.24194,0.35084,0.36108,0.60745,5.02,1
2,1,3,4,5,1,3,4,2,5,0.67877,0.84438,1.1557,1.2022,6.4334,0.42629,0.60154,0.84451,0.90182,6.4167,3
2,1,3,4,5,1,3,4,2,5,0.7015,0.7173,1.3193,1.4016,5.3185,0.54799,0.76012,0.79443,0.86879,5.478,4
2,1,3,4,5,1,3,4,2,5,0.72025,0.81229,1.1101,1.3519,2.4869,0.85808,1.0548,1.1341,1.144,2.5081,3
2,1,3,4,5,1,3,4,2,5,0.75664,0.80521,0.85512,0.96774,1.1853,0.71129,0.81086,0.81753,0.82865,1.0297,1
2,1,3,4,5,1,3,4,2,5,1.0633,1.1231,1.2892,1.3159,2.1149,0.65349,0.81246,0.82796,0.91356,1.7045,1
2,1,3,4,5,1,3,4,2,5,1.0708,1.3011,1.3736,1.5748,3.8075,0.86261,1.0489,1.1672,1.2165,3.9726,1
2,1,3,4,5,1,3,4,2,5,1.0728,1.0811,1.1188,1.2693,3.6143,1.2275,1.2672,1.2815,1.2908,3.5682,3
2,1,3,4,5,1,3,4,2,5,1.1335,1.2196,1.2725,1.3072,1.3351,0.51046,0.57878,0.5816,0.71715,0.92759,2
2,1,3,4,5,1,3,4,2,5,1.2359,1.3715,1.8057,2.0034,2.1146,0.68798,0.98185,1.0853,1.3972,1.443,2
2,1,3,4,5,1,3,4,2,5,1.2432,1.2446,1.388,1.4478,1.522,0.79355,0.80204,0.96263,0.96662,1.3418,1
2,1,3,4,5,1,3,4,2,5,1.2974,1.3671,1.5394,1.6601,1.6624,0.52326,0.65772,0.70686,0.70693,1.0685,1
2,1,3,4,5,1,3,4,2,5,1.32,1.4248,1.5465,1.7708,2.0962,0.86152,0.97347,1.0007,1.0326,1.424,2
2,1,3,4,5,1,3,4,2,5,1.3666,1.4039,1.6351,1.691,1.7185,0.86497,1.0463,1.1327,1.1652,1.1976,2
2,1,3,4,5,1,3,4,2,5,1.3758,1.6191,1.6302,1.7724,4.902,2.3031,2.3948,2.4481,2.4635,5.2803,5
2,1,3,4,5,1,3,4,2,5,1.4047,1.5291,1.6053,1.7067,1.7186,1.3542,1.6327,1.645,1.7113,1.8184,1
2,1,3,4,5,1,3,4,2,5,1.4494,1.4508,1.6686,1.9205,10.01,0.90275,1.1556,1.3387,1.3769,9.9906,3
2,1,3,4,5,1,3,4,2,5,1.4792,1.4959,1.6851,1.7979,24.508,1.8624,2.0998,2.1502,2.1719,24.479,5
2,1,3,4,5,1,3,4,2,5,1.6173,1.7294,1.7443,1.8427,3.2421,2.3422,2.4231,2.4329,2.4459,4.4717,5
2,1,3,4,5,1,3,4,2,5,1.7682,1.8218,2.4638,2.4646,2.5922,4.6881,5.4196,5.4685,5.5195,5.5486,1
2,1,3,4,5,1,3,4,2,5,1.8356,1.8877,1.8909,2.0707,4.9802,1.5355,1.7816,1.7923,1.8367,4.6141,5
2,1,3,4,5,1,3,4,2,5,1.8418,2.1056,2.4485,2.5109,2.6046,1.4604,1.7361,1.9485,1.9995,2.4584,1
2,1,3,4,5,1,3,4,2,5,1.8845,2.2832,2.5219,2.8533,3.6007,0.70083,1.0463,1.3107,1.6127,2.7844,1
2,1,3,4,5,1,3,4,2,5,2.0567,2.232,2.6032,2.6423,3.1685,1.6493,2.0677,2.1757,2.2051,2.6639,5
2,1,3,4,5,1,3,4,2,5,2.3823,2.4469,2.8034,2.9357,3.2612,1.1146,1.2292,1.3692,1.6157,1.948,2
2,1,3,4,5,1,3,4,2,5,2.3919,2.744,2.7961,2.802,5.5109,2.7974,2.9479,3.1121,3.1282,5.4125,5
2,1,3,4,5,1,3,4,2,5,2.6135,2.7329,2.8298,2.9274,5.4367,0.67834,0.69987,0.82808,1.2798,5.3424,5
2,1,3,4,5,1,3,4,2,5,2.8403,2.9095,3.0043,3.0121,9.4442,1.3815,1.4441,1.5429,1.6209,9.2658,5
2,1,3,4,5,1,3,4,2,5,2.8444,3.5736,3.8189,3.8221,3.8952,1.6263,2.6484,2.6995,2.8947,2.9407,1
2,1,3,4,5,1,3,4,2,5,2.8795,3.5992,3.7452,3.8054,22.481,2.5984,2.9738,3.0133,3.5508,22.483,5
2,1,3,4,5,1,3,4,2,5,2.957,3.0042,3.1096,3.1124,3.2794,0.55244,0.72829,0.85055,1.046,1.2217,2
2,1,3,4,5,1,3,4,2,5,3.0475,3.1402,3.171,3.2405,4.7617,1.1425,1.3488,1.39,1.4098,4.5113,5
2,1,3,4,5,1,3,4,2,5,3.1493,3.1705,3.2127,3.2476,5.3352,0.42283,0.54553,0.60295,0.64679,7.2816,5
2,1,3,4,5,1,3,4,2,5,3.5767,3.6429,3.7203,3.7797,3.8748,1.3018,1.4532,1.5359,1.6075,2.1383,4
2,1,3,4,5,1,3,4,2,5,3.6335,3.6788,4.0067,4.0155,4.1561,1.4719,1.6877,1.919,1.924,2.2361,1
2,1,3,4,5,1,3,4,2,5,4.4709,4.4789,4.6668,4.6729,4.8495,0.30339,0.49686,0.60928,0.62177,0.79029,1
2,1,3,4,5,1,3,4,2,5,4.5919,4.6186,4.6528,4.7799,6.5235,0.43262,0.67537,0.7384,0.92336,5.3197,5
2,1,3,4,5,1,3,4,2,5,4.696,4.7045,4.7167,4.7364,4.8713,0.52063,0.54691,0.63119,0.63645,0.65066,4
2,1,3,4,5,1,3,4,2,5,5.9682,6.137,6.2648,6.2851,6.6191,1.0259,2.2008,2.3431,2.3894,2.4472,1
2,1,3,4,5,1,3,4,2,5,6.2289,6.2803,6.5511,6.6758,12.605,1.4149,1.4786,1.6329,1.7554,16.452,5
2,1,3,4,5,1,3,4,2,5,7.5999,7.6322,7.7253,7.8495,7.8936,1.1249,1.1567,1.2429,1.3943,1.5269,1
2,1,3,4,5,1,3,4,2,5,9.9536,10.087,10.192,10.225,10.362,5.9637,7.8456,7.8961,7.9976,8.2684,1
2,1,3,4,5,1,3,4,2,5,10.044,10.092,10.119,10.267,10.482,1.0133,1.45,1.4945,1.5157,2.0042,1
2,1,3,4,5,1,3,4,5,2,0.68362,0.86058,1.0244,1.1402,1.2111,0.32467,0.39076,0.41585,0.51176,0.76278,2
2,1,3,4,5,1,3,4,5,2,0.83679,0.87743,0.94562,0.9587,1.0585,1.0211,1.0803,1.1058,1.1207,1.1284,2
2,1,3,4,5,1,3,4,5,2,1.0527,1.2231,1.2935,1.3179,1.4536,2.4945,2.5481,2.5711,2.6096,2.6266,2
2,1,3,4,5,1,3,4,5,2,1.1154,1.2289,1.3741,1.3784,1.4359,0.50878,0.57296,0.60476,0.70316,0.87001,2
2,1,3,4,5,1,3,4,5,2,1.1826,1.2052,1.4307,1.5082,1.5273,0.92195,0.95259,0.96964,1.0301,1.1745,2
2,1,3,4,5,1,3,4,5,2,1.202,1.6084,1.9866,2.0575,2.1288,0.88827,0.97971,0.99874,1.0516,1.4361,2
2,1,3,4,5,1,3,4,5,2,1.2389,1.3956,1.6836,1.7415,1.768,1.1501,1.2567,1.4377,1.5598,1.6514,5
2,1,3,4,5,1,3,4,5,2,1.6849,1.8144,2.0666,2.0955,2.1285,0.89938,1.1618,1.2539,1.368,1.5365,2
2,1,3,4,5,1,3,4,5,2,1.9328,2.1526,2.5102,2.6372,2.7321,0.70458,0.97122,1.1611,1.2837,1.564,2
2,1,3,4,5,1,3,4,5,2,2.4569,2.4691,2.7854,2.8026,2.9002,0.59343,0.9892,0.99015,1.0641,1.0815,1
2,1,3,4,5,1,3,4,5,2,2.6446,2.7199,2.9072,2.953,2.9799,0.46736,0.63575,0.71769,0.80201,0.81329,2
2,1,3,4,5,1,3,4,5,2,2.8392,3.6804,3.7945,4.0714,4.2873,2.0771,2.5327,2.5516,2.5711,3.3301,2
2,1,3,4,5,1,3,4,5,2,2.8717,3.1708,3.4501,3.5163,3.609,1.5357,1.7438,1.7672,1.9085,2.1658,2
2,1,3,4,5,1,3,4,5,2,2.9802,2.9803,3.171,3.2515,3.279,1.0623,1.1822,1.3166,1.3291,1.3836,2
2,1,3,4,5,1,3,4,5,2,3.0316,3.3456,3.6549,3.6741,3.7461,1.0748,1.4062,1.4993,1.5432,1.7982,2
2,1,3,4,5,1,3,4,5,2,3.2029,3.4113,3.5727,3.7382,3.7767,0.59895,0.93654,0.99146,1.0327,1.6461,2
2,1,3,4,5,1,3,4,5,2,3.6226,3.9109,3.9624,4.0727,4.1644,1.1793,2.3851,2.4999,2.5408,2.5579,1
2,1,3,4,5,1,3,4,5,2,3.8086,3.9548,4.1635,4.2242,4.3637,2.3107,2.5157,2.5392,2.57,2.6433,2
2,1,3,4,5,1,3,4,5,2,4.9218,5.0373,5.2965,5.4371,5.567,1.1125,1.2921,1.6036,1.7448,1.8664,3
2,1,3,4,5,1,3,4,5,2,5.2809,5.3193,5.4598,5.4691,5.5551,0.99717,1.1916,1.2014,1.3426,1.6112,2
2,1,3,4,5,1,3,4,5,2,5.5817,5.9231,6.1255,6.1532,6.5657,5.6139,5.6352,5.7118,5.9362,5.9928,2
2,1,3,4,5,1,3,4,5,2,5.5913,5.8483,6.0632,6.1364,6.1499,0.49105,0.68876,0.73648,0.76579,2.0196,2
2,1,3,4,5,1,3,4,5,2,5.7161,5.8204,5.957,6.0508,6.0888,1.0316,1.1756,1.5569,1.5999,1.6534,1
2,1,3,4,5,1,3,4,5,2,6.4819,6.5251,6.5795,6.5981,6.677,3.7987,3.8545,3.9363,3.9641,4.0059,1
2,1,3,4,5,1,3,4,5,2,6.5212,6.5532,6.6784,6.7782,6.8619,0.68932,0.85769,0.86437,0.97892,1.2201,1
2,1,3,4,5,1,3,4,5,2,12.07,12.27,12.582,12.865,12.928,9.8241,10.116,10.239,10.372,10.539,1
2,1,3,4,5,1,3,4,5,2,12.845,12.857,13.042,13.172,13.247,1.0202,1.1074,1.2491,1.2529,1.3229,1
2,1,3,4,5,1,3,4,5,2,14.505,15.539,15.854,15.904,16.161,12.028,12.051,12.286,12.365,13.613,2
2,1,3,4,5,1,3,5,2,4,3.0766,3.3445,3.4445,3.4846,3.6179,2.6836,2.7498,3.0071,3.0308,3.0323,2
2,1,3,4,5,1,3,5,2,4,4.6646,4.795,4.8668,4.9507,5.1905,1.7106,2.3353,2.3985,2.4218,2.5497,5
2,1,3,4,5,1,3,5,2,4,5.8049,5.8429,5.8799,5.8916,5.9112,1.6761,1.7245,1.7941,1.8253,1.8255,1
2,1,3,4,5,1,3,5,2,4,6.2218,6.3024,6.3483,6.5561,6.6644,1.8739,2.865,2.8854,2.8885,2.9583,1
2,1,3,4,5,1,3,5,4,2,0.88233,0.93329,1.0475,1.1846,1.2232,0.51668,0.61181,0.67118,0.69004,0.73947,2
2,1,3,4,5,1,3,5,4,2,1.8321,1.9899,2.2077,2.2147,2.4019,1.0176,1.0369,1.0849,1.1282,1.4375,2
2,1,3,4,5,1,3,5,4,2,2.0585,2.0672,2.1828,2.1866,2.1947,0.60112,0.69636,0.73737,0.74464,0.75645,1
2,1,3,4,5,1,3,5,4,2,2.2191,2.3435,2.6984,2.7145,2.8849,1.2533,1.7593,1.969,1.9731,2.1975,2
2,1,3,4,5,1,3,5,4,2,7.741,7.7832,8.8564,9.2325,9.4681,3.0936,3.5763,3.6256,3.7502,4.7972,2
2,1,3,4,5,1,3,5,4,2,38.94,38.964,39.07,39.302,39.41,2.1496,2.4622,2.5064,2.5274,2.7291,2
2,1,3,4,5,1,4,2,3,5,0.25651,0.29986,0.61401,0.76269,4.9764,0.66809,0.68678,0.77621,0.78914,4.9382,2
2,1,3,4,5,1,4,2,3,5,0.40435,0.53359,1.3933,1.6767,5.8998,0.86077,0.91816,1.1129,1.1979,5.6555,2
2,1,3,4,5,1,4,2,3,5,0.45797,0.52446,0.6577,0.82201,3.1509,0.65122,0.74926,0.76721,0.85294,3.1432,1
2,1,3,4,5,1,4,2,3,5,0.53988,0.57027,0.60375,0.74347,1.6112,0.6277,0.7004,0.70649,0.75454,1.7679,5
2,1,3,4,5,1,4,2,3,5,0.54772,0.57339,0.59397,0.79786,1.7509,4.8153,4.8363,4.8603,4.8649,5.6855,4
2,1,3,4,5,1,4,2,3,5,0.60936,0.62683,0.69253,0.85888,25.176,0.79577,0.80976,0.84365,0.94225,24.934,2
2,1,3,4,5,1,4,2,3,5,1.0697,1.1206,1.1582,1.2025,1.2777,0.80194,0.91558,0.91795,0.95653,1.1316,1
2,1,3,4,5,1,4,2,3,5,1.2017,1.2456,1.348,2.5713,2.6696,1.2553,1.2889,1.3309,1.3797,2.7275,4
2,1,3,4,5,1,4,2,3,5,1.572,1.8018,1.8082,1.9372,9.2852,1.0686,1.3847,1.4006,1.4533,9.163,4
2,1,3,4,5,1,4,2,3,5,1.7249,1.7292,1.7751,1.8958,2.2397,1.6236,1.6331,1.687,1.6993,1.7845,2
2,1,3,4,5,1,4,2,3,5,1.8418,1.8976,1.9466,2.0311,3.6052,1.1036,1.2063,1.2388,1.2775,4.0228,5
2,1,3,4,5,1,4,2,3,5,1.9399,2.1409,2.5836,2.9041,3.4739,0.32673,1.6574,1.678,1.9778,2.8447,1
2,1,3,4,5,1,4,2,3,5,1.9479,1.9755,2.1721,2.2094,2.4824,0.67716,1.1679,1.1768,1.2288,1.6759,1
2,1,3,4,5,1,4,2,3,5,1.9767,2.0221,2.2969,2.4666,2.5841,1.0438,1.7201,1.7611,1.9355,2.0294,1
2,1,3,4,5,1,4,2,3,5,2.6845,2.6948,2.7958,2.9486,4.6665,0.462,0.47903,0.5259,0.64955,5.5267,5
2,1,3,4,5,1,4,2,3,5,4.0727,4.1039,4.1393,4.3246,4.7319,5.0486,5.1327,5.1375,5.156,5.2862,5
2,1,3,4,5,1,4,2,3,5,4.4329,4.6898,4.7337,5.025,5.0289,1.9212,2.4893,2.4924,2.5661,2.7338,2
2,1,3,4,5,1,4,2,3,5,21.728,21.73,21.876,21.975,22.335,0.89267,0.99507,1.0814,1.2461,1.2988,1
2,1,3,4,5,1,4,2,5,3,3.1319,3.2483,3.2825,3.5823,3.8939,1.2035,1.423,1.4939,1.523,1.6144,1
2,1,3,4,5,1,4,3,2,5,0.25947,0.5286,1.2392,1.4166,1.6591,1.1139,1.1189,1.136,1.333,1.9036,2
2,1,3,4,5,1,4,3,2,5,0.37989,0.42934,0.5038,0.55592,0.85153,0.84691,1.1116,1.1262,1.1316,1.4202,1
2,1,3,4,5,1,4,3,2,5,0.43148,0.47565,0.82808,1.111,3.1023,0.64306,0.73313,0.74152,0.77095,2.9921,1
2,1,3,4,5,1,4,3,2,5,0.44794,0.61773,0.63056,0.82937,6.2472,0.39864,0.60068,0.60474,0.63996,6.4223,5
2,1,3,4,5,1,4,3,2,5,0.53586,0.73073,0.74551,0.87642,1.2687,0.42376,0.66724,0.71883,0.77019,1.4035,3
2,1,3,4,5,1,4,3,2,5,0.64396,0.66841,0.84849,0.90239,2.0674,2.7755,2.7876,2.793,2.8156,3.0119,5
2,1,3,4,5,1,4,3,2,5,0.66924,0.77139,0.82234,0.91051,1.7118,0.78052,0.84095,0.89735,0.92638,1.6637,5
2,1,3,4,5,1,4,3,2,5,0.70159,0.82286,0.88843,0.94626,1.3015,0.60385,0.79901,0.8066,0.93887,1.1651,3
2,1,3,4,5,1,4,3,2,5,0.71115,0.84015,0.88241,1.0381,2.3214,0.63269,0.79253,0.92372,0.9655,2.5829,4
2,1,3,4,5,1,4,3,2,5,0.715,0.86733,1.2246,1.3225,2.1686,0.58079,0.76864,0.80967,0.82559,1.5883,1
2,1,3,4,5,1,4,3,2,5,0.8103,0.86316,1.2269,1.344,2.8686,0.92196,0.97689,1.0098,1.3286,2.9399,5
2,1,3,4,5,1,4,3,2,5,0.90883,1.0644,1.1901,1.5635,2.4834,0.36835,0.6228,1.008,1.2314,2.3436,1
2,1,3,4,5,1,4,3,2,5,0.94462,0.99211,1.0581,1.1054,2.1653,0.41136,0.48665,0.54174,0.60003,2.0027,5
2,1,3,4,5,1,4,3,2,5,0.96658,1.0659,1.1585,1.2309,1.5087,0.79302,0.98367,1.0206,1.1604,1.164,2
2,1,3,4,5,1,4,3,2,5,0.99117,1.1506,1.2756,1.4143,3.6682,0.6992,0.73211,0.76311,1.0384,3.9918,5
2,1,3,4,5,1,4,3,2,5,1.0703,1.3935,1.409,1.8217,12.878,0.92269,1.2618,1.5874,1.6921,12.86,1
2,1,3,4,5,1,4,3,2,5,1.1428,1.1678,1.3619,1.3892,3.5031,2.1342,2.2122,2.2254,2.2436,3.92,5
2,1,3,4,5,1,4,3,2,5,1.2408,1.2585,1.3291,1.3668,1.9405,0.44821,0.5505,0.58139,0.6705,1.5558,5
2,1,3,4,5,1,4,3,2,5,1.2825,1.4441,1.4555,1.6216,1.6878,1.0441,1.2356,1.2775,1.3287,1.3367,1
2,1,3,4,5,1,4,3,2,5,1.2925,1.3444,1.4977,1.6475,2.6542,0.57178,0.61201,0.64549,0.94004,1.9646,4
